# source: https://jwst-docs.stsci.edu/jwst-near-infrared-camera/nircam-instrumentation/nircam-filters 
# Wavelength(nm) Transmission(0-1)
3696.9692150000005 0.0
3698.3204470000005 0.0
3699.671679 0.00023774455110221645
3701.022911 0.00024930200723172864
3702.374142 0.00026384632116368525
3703.725373 0.0002757722727848899
3705.076605 0.0002909257018268948
3706.427836 0.00030868095693933504
3707.779068 0.00032459947846559046
3709.130299 0.0003421847051565431
3710.481531 0.00035754630060938383
3711.832762 0.0003733238633303477
3713.183993 0.00039556680347922264
3714.535225 0.0004158764720490998
3715.886456 0.00043576071318978326
3717.237688 0.0004599827516869675
3718.588919 0.0004808190492117364
3719.940151 0.0005034700926067439
3721.291382 0.0005332200857142706
3722.642614 0.0005637291470097851
3723.993845 0.0005970020383818184
3725.345076 0.0006313919372745199
3726.696308 0.0006654842149270077
3728.047539 0.0007084122863423841
3729.398771 0.0007525464405063494
3730.750002 0.0007914308902643459
3732.101234 0.0008359477327609784
3733.452465 0.0008829947088517234
3734.803696 0.0009314119702331468
3736.154928 0.0009891177106198194
3737.506159 0.0010472483974183844
3738.857391 0.00110536446356348
3740.208622 0.0011724502406556972
3741.559854 0.0012411682580605768
3742.911085 0.0013128024516090835
3744.262317 0.0013922557632628555
3745.613548 0.0014709443564367513
3746.964779 0.001553385233982337
3748.316011 0.001644994046770544
3749.667242 0.001740838710232367
3751.018474 0.001847658141357822
3752.369705 0.001962972925587402
3753.720937 0.0020777321720832718
3755.072168 0.00220135706502769
3756.4234 0.0023342269556835167
3757.774631 0.0024704340334822826
3759.125862 0.0026199980418678487
3760.477094 0.0027811633855822845
3761.828325 0.002947238644337904
3763.179557 0.003125915023233416
3764.530788 0.0033147785892937566
3765.88202 0.003512597052226926
3767.233251 0.0037295058428110876
3768.584482 0.003958950474902639
3769.935714 0.0041964179769759125
3771.286945 0.004452976349397884
3772.638177 0.004725423814254953
3773.989408 0.0050120960644570115
3775.34064 0.005323808349839307
3776.691871 0.005654844780842561
3778.043103 0.006001219143358334
3779.394334 0.006372739864823695
3780.745565 0.006767818997471703
3782.096797 0.007186235926376735
3783.448028 0.007638393936087446
3784.79926 0.008120033945785187
3786.150491 0.008630355284801869
3787.501723 0.009179051942035244
3788.852954 0.009757942225962674
3790.204185 0.01036966695023845
3791.555417 0.011032079711426699
3792.906648 0.011736834455871327
3794.25788 0.012486024444821244
3795.609111 0.013298056724681172
3796.960343 0.014159247025184542
3798.311574 0.015072241028370046
3799.662806 0.016059758230928242
3801.014037 0.017108096218748967
3802.365268 0.018225331331824832
3803.7165 0.01943551654597305
3805.067731 0.020720006082207785
3806.418963 0.02209132342394327
3807.770194 0.023568491844948285
3809.121426 0.025135997798201505
3810.472657 0.026809371202697625
3811.823889 0.028608302071549997
3813.17512 0.030524949430220154
3814.526351 0.03257491759444571
3815.877583 0.034772300208757566
3817.228814 0.03711036235051576
3818.580046 0.03960545915149459
3819.931277 0.042274917254684435
3821.282509 0.045116928684627695
3822.63374 0.04814846085076614
3823.984971 0.05138853588839585
3825.336203 0.05483188605526644
3826.687434 0.058489634393118085
3828.038666 0.06237862315479614
3829.389897 0.0665034642262024
3830.741129 0.07086690393358078
3832.09236 0.07549345941789279
3833.443592 0.08038278508900351
3834.794823 0.08553075778295974
3836.146054 0.0909618534717745
3837.497286 0.09666253050864287
3838.848517 0.10263388775378134
3840.199749 0.10889802888678442
3841.55098 0.11543939228184874
3842.902212 0.12224696704670278
3844.253443 0.12932951906551554
