# source: https://jwst-docs.stsci.edu/jwst-near-infrared-camera/nircam-instrumentation/nircam-filters 
# Wavelength(nm) Transmission(0-1)
1685.4000244140627 0.0
1686.4000244140627 0.0
1687.4000244140625 8.3369257969297e-05
1688.4000244140625 9.049134691263409e-05
1689.4000244140625 9.86636313745626e-05
1690.4000244140625 0.00010596295085362578
1691.4000244140625 0.00011554898637759451
1692.4000244140625 0.00012643603782825751
1693.4000244140625 0.0001384555616158207
1694.4000244140625 0.00015196837031818873
1695.4000244140625 0.00016667622717880795
1696.4000244140625 0.00018342025406726362
1697.4000244140625 0.00020348716907399056
1698.4000244140625 0.00022434730203787297
1699.4000244140625 0.000250970671401743
1700.4000244140625 0.000280383285480818
1701.4000244140625 0.0003126714674710601
1702.4000244140625 0.00035294527510118637
1703.4000244140625 0.00039631298542300357
1704.4000244140625 0.00044629759621448784
1705.4000244140625 0.000504059570111914
1706.4000244140625 0.0005697054521899989
1707.4000244140625 0.0006440886464216526
1708.4000244140625 0.0007272948806788173
1709.4000244140625 0.000823197938552384
1710.4000244140625 0.000932675704266594
1711.4000244140625 0.001052632059663631
1712.4000244140625 0.0011926711577435602
1713.4000244140625 0.0013506327833920932
1714.4000244140625 0.001524213344585682
1715.4000244140625 0.001722663835353872
1716.4000244140625 0.0019549088661677903
1717.4000244140625 0.0022107371283183455
1718.4000244140625 0.002510984265215655
1719.4000244140625 0.0028617991469842975
1720.4000244140625 0.0032494656639541707
1721.4000244140625 0.0037002634985645756
1722.4000244140625 0.004226080875094565
1723.4000244140625 0.004832029433486823
1724.4000244140625 0.005543844616163299
1725.4000244140625 0.006396018235063471
1726.4000244140625 0.007385283774168793
1727.4000244140625 0.008552458565913686
1728.4000244140625 0.009940455040283147
1729.4000244140625 0.01163413084367413
1730.4000244140625 0.013597177296263984
1731.4000244140625 0.015978158088059122
1732.4000244140625 0.018845580387955706
1733.4000244140625 0.021971824173363137
1734.4000244140625 0.02542717697011281
1735.4000244140625 0.028927382177208697
1736.4000244140625 0.03263479675063766
1737.4000244140625 0.03647705348819837
1738.4000244140625 0.04098012945895113
1739.4000244140625 0.045612312441125104
1740.4000244140625 0.05083818694333211
1741.4000244140625 0.05671056291615908
1742.4000244140625 0.06291719866858679
1743.4000244140625 0.0698647289399145
1744.4000244140625 0.07764913442985308
1745.4000244140625 0.08678663804691843
1746.4000244140625 0.09701770736149284
1747.4000244140625 0.10922983717075897
1748.4000244140625 0.12355719729964837
1749.4000244140625 0.14006783969452968
1750.4000244140625 0.1592394244882089
1751.4000244140625 0.18046111799269937
1752.4000244140625 0.20232924199554053
1753.4000244140625 0.226059150683448
1754.4000244140625 0.2498666929269175
1755.4000244140625 0.27391056803417413
1756.4000244140625 0.29744087268261915
1757.4000244140625 0.3200488904012937
1758.4000244140625 0.34003470914654155
1759.4000244140625 0.35863671729561597
1760.4000244140625 0.3752215991280526
1761.4000244140625 0.3903379472596239
1762.4000244140625 0.404424280070266
1763.4000244140625 0.41811171115616214
1764.4000244140625 0.43030085894360615
1765.4000244140625 0.44209760209674465
1766.4000244140625 0.4531754295778545
1767.4000244140625 0.46326101538076336
1768.4000244140625 0.4732196969452234
1769.4000244140625 0.4824195007369703
1770.4000244140625 0.4909942479698644
1771.4000244140625 0.4979399096210422
1772.4000244140625 0.5040561494731076
1773.4000244140625 0.5090343391455494
1774.4000244140625 0.5128747488441456
1775.4000244140625 0.5161830499132674
1776.4000244140625 0.5175240307054444
1777.4000244140625 0.5195015186091023
1778.4000244140625 0.5196712408971889
1779.4000244140625 0.5210185514796442
1780.4000244140625 0.521909831875011
1781.4000244140625 0.5221720742156364
1782.4000244140625 0.5228454112141263
1783.4000244140625 0.5228443344209441
1784.4000244140625 0.5232008884024648
1785.4000244140625 0.5240529398391208
1786.4000244140625 0.5244155512172327
1787.4000244140625 0.5251522105966618
1788.4000244140625 0.5265548997785864
1789.4000244140625 0.527066404912603
1790.4000244140625 0.527616006699314
1791.4000244140625 0.5280205830343928
1792.4000244140625 0.5281955936490039
1793.4000244140625 0.5279145215133166
1794.4000244140625 0.5280132144014063
1795.4000244140625 0.5267837421835759
1796.4000244140625 0.5259700258843997
1797.4000244140625 0.5244422934697062
1798.4000244140625 0.522930563341657
1799.4000244140625 0.5219031821482962
1800.4000244140625 0.5202113661263189
1801.4000244140625 0.5190763863573888
1802.4000244140625 0.5172657001962125
1803.4000244140625 0.5156789246800082
1804.4000244140625 0.5137276173366969
1805.4000244140625 0.511930763457405
1806.4000244140625 0.5107776707551979
1807.4000244140625 0.5102418291653598
1808.4000244140625 0.5095036516163289
1809.4000244140625 0.5089171408554635
1810.4000244140625 0.5086815761051156
1811.4000244140625 0.5077263516791599
1812.4000244140625 0.5085494110568934
1813.4000244140625 0.5087136341259473
1814.4000244140625 0.5096394145061683
1815.4000244140625 0.5104898867532979
1816.4000244140625 0.5109391119885376
1817.4000244140625 0.5118747044090444
1818.4000244140625 0.5134639288993547
1819.4000244140625 0.5145553608894877
1820.4000244140625 0.5152524477517555
1821.4000244140625 0.5167938035065203
1822.4000244140625 0.5183406239085153
1823.4000244140625 0.5187273046452973
1824.4000244140625 0.5211519826387292
1825.4000244140625 0.5224841277586559
1826.4000244140625 0.5236623943202062
1827.4000244140625 0.5244391385199257
1828.4000244140625 0.5249982863592296
1829.4000244140625 0.5257981025182119
1830.4000244140625 0.5274429217604097
1831.4000244140625 0.5277146285378304
1832.4000244140625 0.5291470902537879
1833.4000244140625 0.5296827250387769
1834.4000244140625 0.5297232098055528
1835.4000244140625 0.5298472025911347
1836.4000244140625 0.5313237973085845
1837.4000244140625 0.5312983237504616
1838.4000244140625 0.5316497235509003
1839.4000244140625 0.5315382763680138
1840.4000244140625 0.5319540535687569
1841.4000244140625 0.5313865791961284
1842.4000244140625 0.5316888004037621
1843.4000244140625 0.5315453779384307
1844.4000244140625 0.5312595477014468
1845.4000244140625 0.5313079339195009
1846.4000244140625 0.530150866532094
1847.4000244140625 0.529389226964549
1848.4000244140625 0.5295056182808204
1849.4000244140625 0.528349907947954
1850.4000244140625 0.5272345551434229
1851.4000244140625 0.5267132748627665
1852.4000244140625 0.5265551524573825
1853.4000244140625 0.5258831219990443
1854.4000244140625 0.5241384595856807
1855.4000244140625 0.5236380218389116
1856.4000244140625 0.5227673504510263
1857.4000244140625 0.523204849052461
1858.4000244140625 0.5225345061932977
1859.4000244140625 0.5218917432965913
1860.4000244140625 0.5213676330779089
1861.4000244140625 0.5207460074889425
1862.4000244140625 0.5199889284211472
1863.4000244140625 0.5196278167424938
1864.4000244140625 0.5188571727077133
1865.4000244140625 0.5193784420369049
1866.4000244140625 0.5197380728714508
1867.4000244140625 0.5193964134112028
