# source: https://jwst-docs.stsci.edu/jwst-near-infrared-camera/nircam-instrumentation/nircam-filters 
# Wavelength(nm) Transmission(0-1)
4546.893792 0.0
4548.2450229999995 0.0
4549.596254 5.55042601428833e-09
4550.947485 5.546534157975908e-09
4552.298717 9.899066183122248e-09
4553.649948 8.519613696378292e-07
4555.00118 2.4270375384829204e-06
4556.352411 3.1015105582088015e-06
4557.703643 3.0160663418055876e-06
4559.054874 2.2238251341421767e-06
4560.406106 1.2599014041751478e-06
4561.757337 5.171567505262998e-07
4563.108568 1.4019586084097269e-08
4564.4598 5.510024384404175e-09
4565.811031 5.506266619897127e-09
4567.162263 5.502912958789402e-09
4568.513494 5.499157368882364e-09
4569.864726 5.49545804131487e-09
4571.215957 5.492122747586065e-09
4572.567188 5.488441467848439e-09
4573.91842 5.484742111418156e-09
4575.269651 7.457645828264323e-08
4576.620883 9.223313580325371e-07
4577.972114 3.8794339370653395e-06
4579.323346 4.342328296138062e-06
4580.674577 4.655403756823031e-06
4582.025809 4.992701145720601e-06
4583.37704 6.350955132463361e-06
4584.728271 7.65766368540316e-06
4586.079503 8.797723384703667e-06
4587.430734 7.334187312523339e-06
4588.781966 3.766058540284397e-06
4590.133197 3.2090362788453323e-06
4591.484429 2.5567049095035767e-06
4592.83566 2.31768251290844e-06
4594.186891 2.3831578035422356e-06
4595.538123 3.882877508073959e-06
4596.889354 6.027343948417348e-06
4598.240586 1.1843169335651124e-05
4599.591817 1.9043971575492758e-05
4600.943049 2.9631474976462216e-05
4602.29428 4.280278274088753e-05
4603.645512 5.507249695221204e-05
4604.996743 7.022570024408521e-05
4606.347974 8.564672295077611e-05
4607.699206 9.662352169843353e-05
4609.050437 0.00010472408499251798
4610.401669 0.00010829706984436427
4611.7529 0.00010939162405226368
4613.104132 0.00011002821192473735
4614.455363 0.00010988060656760482
4615.806595 0.00010901378412302346
4617.157826 0.00010967501756691951
4618.509057 0.00011337334717337673
4619.860289 0.00011993446860184429
4621.21152 0.00012784369646421504
4622.562752 0.00013670076854140387
4623.913983 0.00014785346298798265
4625.265215 0.0001605441672699686
4626.616446 0.00017473947312762506
4627.967677 0.00019096784043889608
4629.318909 0.00020951152922753583
4630.67014 0.00023196751586582727
4632.021372 0.0002563985133473232
4633.372603 0.0002834019470943793
4634.723835 0.00031408184964381723
4636.075066 0.0003505151556149588
4637.426298 0.0003933905582985976
4638.777529 0.00044693701841226375
4640.12876 0.000513496337171256
4641.479992 0.0005958826686903243
4642.831223 0.0007008062100088201
4644.182455 0.0008258892341314771
4645.533686 0.0009758528980223642
4646.884918 0.0011608039746920657
4648.236149 0.0013827681119512605
4649.58738 0.0016499576419782825
4650.938612 0.0019644002426335615
4652.289843 0.0023365825775763798
4653.641075 0.0027767109811812816
4654.992306 0.0032926246996095522
4656.343538 0.003898572186604896
4657.694769 0.004605520172651642
4659.046001 0.0054377980279658915
4660.397232 0.006419393966366042
4661.748463 0.0075729971082539585
4663.099695 0.008931910658624934
4664.450926 0.01053691954100789
4665.802158 0.012465630953421382
4667.153389 0.01478158625581298
4668.504621 0.017585707300001856
4669.855852 0.021072951105636152
4671.207083 0.025379709093953935
4672.558315 0.030819192227479652
4673.909546 0.0378177540324177
4675.260778 0.04669228065842655
4676.612009 0.05823349561454247
4677.963241 0.07301703785466582
4679.314472 0.09179146988372668
4680.665704 0.11503355275571452
4682.016935 0.1426728470448333
4683.368166 0.17535012939590283
4684.719398 0.2081524737672581
4686.070629 0.24222877099387066
4687.421861 0.27420490382313173
4688.773092 0.2985816493456382
4690.124324 0.31934791834448323
4691.475555 0.3322023604638684
4692.826787 0.33972063328914126
4694.178018 0.34423626028714704
4695.529249 0.3452035992535652
4696.880481 0.34560961383940647
4698.231712 0.34549606697506263
4699.582944 0.3458355624569518
4700.934175 0.34645182371472305
4702.285407 0.3474219063472357
4703.636638 0.34860585745112876
4704.987869 0.34968990618940865
4706.339101 0.3502827080957723
4707.690332 0.35018114106012677
4709.041564 0.34956391043326573
4710.392795 0.34791175332433166
4711.744027 0.3458937147637632
4713.095258 0.3434671627302114
4714.44649 0.3411711410742873
4715.797721 0.33919066705505263
4717.148952 0.3377860261450971
4718.500184 0.3371698991592585
4719.851415 0.33679904161317725
4721.202647 0.3362390960452971
4722.553878 0.3339604461301937
4723.90511 0.33031648254545026
4725.256341 0.31976741622835114
4726.607572 0.30542737561090816
4727.958804 0.28548571198603906
4729.310035 0.25806150040353065
4730.661267 0.22919611136199042
4732.012498 0.19598336253074516
4733.36373 0.16350366879673844
4734.714961 0.1340186994221498
4736.066193 0.10626356617849528
4737.417424 0.08358772721284541
4738.768655 0.0649382620033159
4740.119887 0.05021272056628925
4741.471118 0.03881359598570357
4742.82235 0.030117786621934935
4744.173581 0.023513333535572736
4745.524813 0.018443667461085528
4746.876044 0.014656277987735288
4748.227276 0.011710787792158858
4749.578507 0.009442723874694085
4750.929738 0.007688973368770022
4752.28097 0.006292981204673318
4753.632201 0.005208080797520217
4754.983433 0.004337154814720674
4756.334664 0.0036325436966915692
4757.685896 0.0030694706414470347
4759.037127 0.002603631850843233
4760.388358 0.002223923433225855
4761.73959 0.0019103236283510299
4763.090821 0.001645816069270631
4764.442053 0.0014232799218956886
4765.793284 0.0012330301418247483
4767.144516 0.0010705976670015106
4768.495747 0.0009317050999630465
4769.846979 0.0008114856208022293
4771.19821 0.000707508950889025
4772.549441 0.0006200569543593085
4773.900673 0.0005456208121310824
4775.251904 0.00048528147138986844
4776.603136 0.000433367538549031
4777.954367 0.0003896821999675271
4779.305599 0.0003545810694126197
4780.65683 0.0003246078802296385
4782.008061 0.0002999319956416014
4783.359293 0.00027713151596075005
4784.710524 0.00025604046618373834
4786.061756 0.0002366062156631539
4787.412987 0.0002182769263041652
4788.764219 0.00019933595910870316
4790.11545 0.00018093909315043238
4791.466682 0.0001633221275371324
4792.817913 0.00014737522912937502
4794.169144 0.00013262762500978364
4795.520376 0.00011833121764604079
4796.871607 0.00010610553062252205
4798.222839 9.549943375004334e-05
4799.57407 8.789108986442817e-05
4800.925302 8.007887724760705e-05
4802.276532999999 0.0
4803.627764 0.0
